epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,230.666,2.10696,1.20857,0.00153,0.65728,0.48103,0.47702,0.23018,2.15572,1.16441,0.00232,0.0011885,0.0011885,0.0011885
19,241.235,2.1341,1.25062,0.00152,0.60947,0.52506,0.502,0.24635,2.10339,1.15006,0.00218,0.00117435,0.00117435,0.00117435
20,251.811,2.05544,1.13547,0.00149,0.59482,0.45856,0.48924,0.24703,2.10268,1.19752,0.00217,0.00116021,0.00116021,0.00116021
21,262.527,2.05713,1.17274,0.00146,0.54559,0.49687,0.48852,0.24593,2.07171,1.21213,0.00215,0.00114606,0.00114606,0.00114606
22,273.086,2.02994,1.1497,0.00146,0.66075,0.50827,0.50917,0.25989,2.053,1.12909,0.00211,0.00113191,0.00113191,0.00113191
23,283.707,1.94641,1.07666,0.00143,0.57784,0.48985,0.47532,0.23707,2.0733,1.1736,0.00217,0.00111776,0.00111776,0.00111776
24,294.274,2.00628,1.15085,0.00142,0.69159,0.49599,0.50723,0.25597,2.03001,1.11484,0.00207,0.00110362,0.00110362,0.00110362
25,304.884,2.09162,1.13494,0.0015,0.78611,0.46588,0.52679,0.26416,2.09368,1.14729,0.00216,0.00108947,0.00108947,0.00108947
26,315.58,2.05713,1.07023,0.00144,0.62646,0.51303,0.49475,0.2433,2.04759,1.21737,0.00215,0.00107532,0.00107532,0.00107532
27,327.167,1.98836,1.0864,0.00143,0.63199,0.45863,0.49837,0.25069,2.06653,1.08668,0.00213,0.00106118,0.00106118,0.00106118
28,338.744,1.98909,1.08047,0.00137,0.77383,0.44298,0.49921,0.24659,2.06232,1.0581,0.00219,0.00104703,0.00104703,0.00104703
29,350.285,2.02253,1.13127,0.00141,0.79201,0.4989,0.53205,0.26029,2.07301,1.06846,0.0022,0.00103288,0.00103288,0.00103288
30,361.78,1.96021,1.02045,0.00142,0.6904,0.4545,0.5127,0.25745,2.0698,1.02013,0.00212,0.00101873,0.00101873,0.00101873
31,373.184,2.02077,1.0775,0.00136,0.67628,0.49236,0.51726,0.26482,2.01037,1.12455,0.00204,0.00100459,0.00100459,0.00100459
32,383.879,1.99605,1.07034,0.00139,0.65744,0.51529,0.49623,0.25844,2.00038,1.04793,0.00206,0.00099044,0.00099044,0.00099044
33,394.635,1.98964,1.0678,0.00137,0.67891,0.46199,0.52427,0.24919,2.08205,1.1543,0.00217,0.000976293,0.000976293,0.000976293
34,405.269,2.00496,1.06243,0.00144,0.54896,0.50351,0.50961,0.25616,2.04374,1.11755,0.00211,0.000962146,0.000962146,0.000962146
35,415.901,1.94048,1.02326,0.0014,0.63011,0.46158,0.49125,0.25578,1.98012,1.06429,0.00204,0.000947999,0.000947999,0.000947999
36,426.521,1.94472,1.02229,0.00134,0.61774,0.49761,0.48197,0.25883,2.00648,1.0923,0.00205,0.000933851,0.000933851,0.000933851
37,437.196,1.94701,1.0216,0.00134,0.70835,0.48697,0.51547,0.26001,2.03216,1.10371,0.00208,0.000919704,0.000919704,0.000919704
38,447.829,1.92879,1.00999,0.00133,0.66917,0.50418,0.49949,0.25895,2.04645,1.08348,0.00209,0.000905557,0.000905557,0.000905557
39,458.624,1.93208,0.99054,0.0013,0.57278,0.51524,0.49361,0.24795,2.01459,1.08514,0.0021,0.00089141,0.00089141,0.00089141
40,469.283,1.87956,0.99387,0.00131,0.7086,0.48484,0.50456,0.25665,2.0504,1.10286,0.00215,0.000877263,0.000877263,0.000877263
41,479.94,1.86782,0.98307,0.0013,0.63077,0.50026,0.49395,0.26108,2.00171,1.05842,0.00212,0.000863116,0.000863116,0.000863116
42,490.567,1.87926,0.97312,0.00128,0.74042,0.50576,0.51753,0.26059,2.04468,1.08086,0.00212,0.000848969,0.000848969,0.000848969
43,501.185,1.95769,1.01888,0.00135,0.71194,0.50564,0.52456,0.2512,2.04794,1.06454,0.0021,0.000834822,0.000834822,0.000834822
44,511.82,1.88881,0.98609,0.00127,0.72868,0.48502,0.50306,0.25479,2.0335,1.09425,0.0021,0.000820675,0.000820675,0.000820675
45,522.604,1.83729,0.92978,0.00125,0.72565,0.49697,0.54146,0.27645,2.02852,0.99373,0.00207,0.000806528,0.000806528,0.000806528
46,533.299,1.91683,0.93518,0.00128,0.613,0.52457,0.51243,0.26565,1.98964,1.00164,0.00202,0.00079238,0.00079238,0.00079238
47,543.997,1.89702,0.99396,0.00127,0.6185,0.50571,0.48971,0.24901,2.0611,1.06552,0.00212,0.000778233,0.000778233,0.000778233
48,554.633,1.82337,0.94153,0.00125,0.63021,0.52531,0.51461,0.27096,2.03362,1.05584,0.00211,0.000764086,0.000764086,0.000764086
49,569.005,1.81662,0.91001,0.00122,0.67411,0.52163,0.5173,0.27139,2.03797,1.07674,0.00215,0.000749939,0.000749939,0.000749939
50,583.396,1.84325,0.93652,0.00126,0.74669,0.48991,0.51768,0.26937,2.0198,1.05913,0.00206,0.000735792,0.000735792,0.000735792
51,597.978,1.78911,0.89966,0.00122,0.78396,0.48331,0.54785,0.28266,2.05094,1.03149,0.00213,0.000721645,0.000721645,0.000721645
52,612.411,1.77938,0.92651,0.00121,0.67629,0.49531,0.49089,0.26821,2.00201,1.06785,0.00208,0.000707498,0.000707498,0.000707498
53,626.786,1.78121,0.9352,0.00122,0.82411,0.49132,0.55219,0.29193,1.91161,1.01238,0.00195,0.000693351,0.000693351,0.000693351
54,641.155,1.84282,0.8989,0.00122,0.87331,0.50217,0.5299,0.28433,2.04939,1.00414,0.00208,0.000679204,0.000679204,0.000679204
55,655.511,1.81334,0.89215,0.00122,0.65804,0.5089,0.52705,0.28423,2.05855,1.01353,0.00213,0.000665057,0.000665057,0.000665057
56,669.795,1.79041,0.8773,0.00119,0.72145,0.51123,0.53565,0.27332,1.99842,0.96134,0.00216,0.000650909,0.000650909,0.000650909
57,683.399,1.77815,0.88874,0.00119,0.68883,0.5047,0.53777,0.28713,1.99089,1.01431,0.00206,0.000636762,0.000636762,0.000636762
58,694.018,1.75011,0.88285,0.0012,0.69799,0.51818,0.52398,0.272,2.00112,1.0041,0.00208,0.000622615,0.000622615,0.000622615
59,704.612,1.85975,0.95167,0.00125,0.705,0.51754,0.53708,0.27563,1.96863,1.00652,0.00205,0.000608468,0.000608468,0.000608468
60,715.183,1.83055,0.91739,0.00119,0.70769,0.46805,0.52878,0.27841,2.01984,0.98595,0.00212,0.000594321,0.000594321,0.000594321
61,725.792,1.82313,0.90791,0.00122,0.79553,0.49354,0.53095,0.27352,1.99337,1.00997,0.00207,0.000580174,0.000580174,0.000580174
62,736.406,1.75305,0.88916,0.00115,0.67139,0.52064,0.53109,0.28506,1.89236,0.96243,0.00194,0.000566027,0.000566027,0.000566027
63,747.109,1.7013,0.81936,0.00115,0.6447,0.53697,0.53419,0.284,1.96255,1.03477,0.00202,0.00055188,0.00055188,0.00055188
64,757.717,1.74226,0.86945,0.00112,0.72017,0.54519,0.56552,0.30027,1.89814,1.03999,0.00192,0.000537733,0.000537733,0.000537733
65,768.501,1.71417,0.85165,0.00115,0.86258,0.48562,0.56423,0.2907,1.9603,0.97827,0.00196,0.000523586,0.000523586,0.000523586
66,783.377,1.73829,0.85473,0.00112,0.69858,0.52982,0.54462,0.29097,1.94872,1.01316,0.002,0.000509438,0.000509438,0.000509438
67,798.142,1.69124,0.8679,0.00114,0.79205,0.45931,0.52725,0.28546,1.91644,1.00465,0.00194,0.000495291,0.000495291,0.000495291
68,812.876,1.65997,0.8378,0.00112,0.69017,0.45325,0.52657,0.28649,1.88593,0.97533,0.00191,0.000481144,0.000481144,0.000481144
69,827.722,1.70389,0.82339,0.00112,0.76481,0.48312,0.51295,0.27788,1.95108,0.9653,0.002,0.000466997,0.000466997,0.000466997
70,842.413,1.70285,0.85591,0.0011,0.66456,0.47627,0.52022,0.28194,1.99725,1.01556,0.00204,0.00045285,0.00045285,0.00045285
71,857.108,1.70553,0.80141,0.00113,0.70644,0.47324,0.5179,0.27254,1.95442,1.01607,0.00198,0.000438703,0.000438703,0.000438703
72,867.756,1.74165,0.83401,0.0011,0.63582,0.47315,0.52702,0.27383,1.95927,0.99741,0.002,0.000424556,0.000424556,0.000424556
73,883.544,1.7001,0.85664,0.0011,0.64422,0.53246,0.52754,0.28152,1.92897,1.03321,0.00195,0.000410409,0.000410409,0.000410409
74,894.87,1.61938,0.78669,0.00111,0.77364,0.51552,0.54404,0.28998,1.93036,0.99468,0.00196,0.000396262,0.000396262,0.000396262
75,906.367,1.67445,0.81517,0.00109,0.77678,0.5203,0.54481,0.29311,1.99325,0.97188,0.00208,0.000382115,0.000382115,0.000382115
76,917.176,1.69263,0.84768,0.00109,0.83697,0.50432,0.54559,0.2868,1.96273,0.97173,0.00203,0.000367967,0.000367967,0.000367967
77,932.156,1.61718,0.78888,0.00106,0.79952,0.51291,0.53943,0.28752,1.95465,0.94177,0.00201,0.00035382,0.00035382,0.00035382
78,947.635,1.65845,0.80954,0.0011,0.77121,0.52017,0.55463,0.29577,1.9776,0.97588,0.00202,0.000339673,0.000339673,0.000339673
79,959.002,1.62721,0.81148,0.00103,0.81404,0.488,0.56348,0.30564,1.95182,0.97646,0.002,0.000325526,0.000325526,0.000325526
80,970.773,1.70594,0.83296,0.00106,0.73961,0.46767,0.53527,0.28735,1.9287,0.9974,0.00198,0.000311379,0.000311379,0.000311379
81,982.675,1.63811,0.79039,0.00107,0.67007,0.52519,0.53371,0.29196,1.95291,0.9887,0.00199,0.000297232,0.000297232,0.000297232
82,993.935,1.57326,0.76614,0.00102,0.77374,0.49527,0.55521,0.30454,1.93373,0.9848,0.00197,0.000283085,0.000283085,0.000283085
83,1004.64,1.60335,0.77698,0.00104,0.8359,0.49345,0.55872,0.301,1.90061,0.96553,0.00195,0.000268938,0.000268938,0.000268938
84,1015.28,1.64497,0.81236,0.00105,0.80715,0.50763,0.54859,0.29902,1.90172,0.93923,0.00194,0.000254791,0.000254791,0.000254791
85,1029.43,1.57787,0.75569,0.00099,0.78271,0.49927,0.54723,0.30066,1.92307,0.93677,0.00196,0.000240644,0.000240644,0.000240644
86,1043.93,1.62589,0.78377,0.00104,0.81652,0.50692,0.53372,0.28932,1.95257,0.95243,0.00202,0.000226497,0.000226497,0.000226497
87,1058.72,1.63095,0.7709,0.00102,0.76786,0.50815,0.56143,0.3021,1.95144,0.93205,0.00197,0.000212349,0.000212349,0.000212349
88,1069.44,1.5906,0.74381,0.00102,0.82637,0.49741,0.55868,0.30375,1.93577,0.94202,0.00199,0.000198202,0.000198202,0.000198202
89,1080.03,1.6235,0.75648,0.00103,0.88357,0.50765,0.55787,0.30605,1.92788,0.96024,0.00199,0.000184055,0.000184055,0.000184055
90,1090.65,1.5669,0.77172,0.00098,0.7425,0.51792,0.53754,0.29278,1.95706,0.95441,0.00201,0.000169908,0.000169908,0.000169908
91,1103.01,1.54869,0.68659,0.00104,0.75932,0.50526,0.54892,0.29906,1.96593,0.97783,0.00203,0.000155761,0.000155761,0.000155761
92,1113.73,1.55906,0.70798,0.00102,0.7065,0.56591,0.55599,0.29595,1.94431,0.97938,0.00202,0.000141614,0.000141614,0.000141614
93,1124.59,1.55815,0.71267,0.00103,0.68581,0.56468,0.55971,0.29266,1.94987,0.96858,0.00203,0.000127467,0.000127467,0.000127467
94,1135.16,1.55514,0.71334,0.00104,0.84008,0.49818,0.55015,0.29899,1.97256,0.97774,0.00205,0.00011332,0.00011332,0.00011332
95,1145.78,1.50495,0.70356,0.00098,0.75414,0.5153,0.55675,0.30486,1.95069,0.95971,0.00201,9.91726e-05,9.91726e-05,9.91726e-05
96,1156.39,1.50099,0.67065,0.00101,0.74759,0.51106,0.54515,0.293,1.95294,0.94881,0.002,8.50255e-05,8.50255e-05,8.50255e-05
97,1167.08,1.51461,0.66949,0.00101,0.70921,0.51303,0.53784,0.2899,1.93493,0.95173,0.00199,7.08784e-05,7.08784e-05,7.08784e-05
98,1177.86,1.50957,0.67399,0.00101,0.73413,0.51046,0.5419,0.29105,1.92398,0.96487,0.00197,5.67313e-05,5.67313e-05,5.67313e-05
99,1193.32,1.49588,0.6935,0.001,0.73782,0.51448,0.54209,0.29052,1.93753,0.94285,0.00199,4.25842e-05,4.25842e-05,4.25842e-05
100,1207.83,1.50372,0.68689,0.00099,0.73726,0.51416,0.54213,0.29071,1.93526,0.94508,0.00199,2.84371e-05,2.84371e-05,2.84371e-05
